Carbohydrate degradation	Amino Acid Degradation	Carboxylate Degradation	Nucleoside and Nucleotide Degradation	Secondary Metabolite Degradation	Amino Acid Biosynthesis	Aromatic Compound Biosynthesis	Carbohydrate Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Fatty Acid and Lipid Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Secondary Metabolite Biosynthesis	Fermentation	Glycolysis	Generation of Precursor Metabolites and Energy	Inorganic Nutrient Metabolism	Aminoacyl-tRNA Charging	Group
SRR2145378	-4.09834121420079	-6.8418019804624	-4.9683400784879	-4.45241696756299	-9	-4.4134010151728	-3.68102216119325	-7.31847498813755	-3.8706875440883	-3.95524063347061	-4.653342312511	-3.52904881538035	-6.36141859859711	-3.98259115106367	-4.46107430581811	-9	-3.70771290871694	CTR
SRR2145379	-3.76867992682682	-7.05156032425091	-4.72797392582549	-4.14985938276328	-9	-4.29706047633076	-3.49492171328321	-7.23309137230839	-3.62693298087013	-3.73813620991548	-4.50542679377475	-3.38767822412318	-6.22676236285691	-3.70042441441568	-4.41290148269977	-9	-3.65408937035278	CTR
SRR2145380	-3.67089231910408	-6.44532717703364	-5.06180284994524	-4.31141456576815	-9	-4.17313948600112	-3.33990944697197	-7.50220760678469	-3.72536993674041	-4.26460500835755	-4.66270666321584	-3.29955763026724	-6.34197157735912	-4.56017350939288	-4.98728349830473	-9	-3.46576695494866	CTR
SRR2145381	-5.52295916153468	-9	-9	-6.6153563959961	-9	-4.8700772727328	-3.85438743273574	-7.49930299122888	-3.85302549763497	-5.66448892843042	-5.58140884835729	-3.62734570579627	-7.62990195688652	-7.3929813111605	-9	-9	-9	CTR
SRR2145382	-3.71480419806505	-6.70594261395117	-4.88215152609779	-4.29044943827582	-9	-4.21542883117753	-3.47730610692688	-7.38933602586259	-3.78795719070882	-4.24611372882051	-4.66073597847435	-3.42259782573184	-6.30776676518213	-4.22710450438126	-4.3428071089861	-9	-3.61437764171874	CTR
SRR2145383	-3.97403013424743	-7.36542222251405	-4.98135188144687	-4.29164410928631	-9	-4.34829715273047	-3.37280968006723	-7.49385149993216	-3.93483573079867	-4.20825251792402	-4.90239245689368	-3.04185484659022	-6.36159958203126	-4.48250435198648	-4.7360757120025	-9	-3.53906308752501	CTR
SRR2145384	-4.11803863881218	-6.6681872233936	-4.72332785001958	-4.05379909765106	-9	-4.37248659923941	-3.74220785095166	-7.40323780940245	-3.99926026850627	-4.73781489562099	-4.9304810988586	-3.52623575392486	-6.45963394328688	-4.40053361908959	-4.66320548346588	-9	-3.51242754704349	CTR
O2.UC1.0	-6.61442416177698	-9	-9	-9	-9	-7.12245088833749	-3.86247999012972	-9	-7.60138184641994	-9	-5.44626617978284	-3.88308357837408	-7.74036979620958	-9	-9	-9	-3.81888847203792	UC
O2.UC11.0	-4.38634020250924	-9	-9	-6.22324842191721	-9	-4.96893143404764	-3.35050477265507	-9	-4.49390389951288	-9	-5.43829567821337	-3.26699463750938	-6.54259955402477	-5.20107105608439	-9	-9	-3.43282654002686	UC
O2.UC12.0	-4.50837052354217	-9	-9	-6.20163219601094	-9	-4.70116245734028	-3.37956797337574	-7.62314381808541	-3.80963909411707	-9	-5.37511211890792	-3.36810796203681	-6.30830403881386	-3.95081780623023	-9	-9	-3.31446336845539	UC
O2.UC13.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	UC
O2.UC14.0	-4.52685657168002	-9	-9	-6.3013263866853	-9	-4.71632197506148	-3.39458444868897	-7.29282979944709	-3.7566870173849	-9	-5.50821680281381	-3.35211162532366	-6.35747950123343	-3.96765463210797	-9	-9	-3.43959834613742	UC
O2.UC17.0	-9	-9	-9	-9	-9	-8.71028861259361	-9	-9	-6.77995506855495	-9	-6.87749462284272	-4.00397411615254	-7.84115445037443	-9	-9	-9	-9	UC
O2.UC18.0	-4.70731392908317	-9	-9	-6.29170387514259	-9	-4.93324809619577	-3.62191226797027	-7.45582664906015	-3.8712737018976	-9	-5.44285685819576	-3.54530450202091	-6.46949637725154	-4.47150315636493	-9	-9	-3.48963196063438	UC
O2.UC19.0	-7.48840873522091	-9	-9	-6.84502956257279	-9	-8.1314025266992	-4.46409466072653	-7.62475718861387	-5.28138041111825	-9	-7.53033429855732	-3.64126777410412	-6.77490745445266	-4.3481106976962	-9	-9	-9	UC
O2.UC2.0	-4.22176935118546	-9	-9	-6.12064659874567	-9	-4.56983765896368	-3.1404210320003	-7.69911194342829	-3.71097213305263	-9	-5.40884042983667	-3.14481290063779	-6.31272965026109	-4.52194152327508	-9	-9	-3.1988385470355	UC
O2.UC20.0	-4.61345552998159	-9	-9	-6.20146464348335	-9	-4.97015364247644	-3.48814632218818	-7.54067947659345	-3.82266325591957	-9	-5.32673342325341	-3.40552568177128	-6.37022930373697	-4.5302955257232	-9	-9	-3.4094535145666	UC
O2.UC21.0	-8.17831207922273	-9	-9	-9	-9	-8.68077288260001	-3.91709166572901	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	UC
O2.UC22.0	-7.43444808618062	-9	-9	-6.63369899480655	-9	-7.76829400640011	-3.93646085853131	-9	-6.82737045785248	-9	-6.85067119456389	-3.70536405738435	-7.69562045999824	-9	-9	-9	-9	UC
O2.UC23.0	-4.70083177448012	-9	-9	-6.35805891937567	-9	-4.93571312097445	-3.62077676470619	-7.51864288243922	-3.9643640671423	-9	-5.63696818351076	-3.57427997251715	-6.47194193433694	-4.57158122023986	-9	-9	-3.60389135841223	UC
O2.UC24.0	-4.78076428404418	-9	-9	-6.32576870868718	-9	-5.31100022365819	-3.36124635252912	-7.61480904640601	-4.77452105022626	-9	-5.63282270992759	-3.37838756486247	-6.50069627111601	-6.18956462498359	-9	-9	-3.6175578812968	UC
O2.UC26.0	-4.50959939573289	-9	-9	-6.17909841147187	-9	-4.78093414086893	-3.3715335764936	-7.23551782256898	-3.62068765075501	-9	-5.14344830803037	-3.23082066279065	-6.21508783921783	-3.67683959965658	-9	-9	-3.83832959450241	UC
O2.UC27.0	-4.38912513400649	-9	-9	-6.16305936661516	-9	-4.79344261142009	-3.26519336196513	-7.42256195604383	-3.67243167587002	-9	-5.26716201121773	-3.26177693242942	-6.28666071599267	-4.14652014831966	-9	-9	-3.36407916279524	UC
O2.UC29.0	-4.3520275256423	-9	-9	-6.02774163827463	-9	-4.75606737904933	-3.43901441879918	-7.46177192232422	-3.83151708835747	-9	-5.36839935799806	-3.00934863669966	-6.32019154948458	-4.06922711429708	-9	-9	-2.91238502266823	UC
O2.UC3.0	-4.39507503587153	-9	-9	-6.1839749299357	-9	-4.57120028839498	-3.26898542763342	-7.46671364493916	-3.61930333893607	-9	-5.36827515305817	-3.24830451179542	-6.31375017876154	-4.53108388711766	-9	-9	-3.27761125983592	UC
O2.UC30.0	-4.31216298336007	-9	-9	-6.12818633121456	-9	-4.67571772373104	-3.18248172772686	-7.55220829683607	-3.76844481408644	-9	-5.25284281611393	-3.1622070875059	-6.33273338686213	-4.4220941882855	-9	-9	-3.28237276220458	UC
O2.UC31.0	-4.38007196798771	-9	-9	-6.26029441141418	-9	-4.57507520064241	-3.30690447436056	-7.43421619452674	-3.59716006074668	-9	-5.26128552152375	-3.25749639180798	-6.29070049606115	-4.2312659194551	-9	-9	-3.3445935767375	UC
O2.UC32.0	-4.33498983355179	-9	-9	-6.16646881036745	-9	-4.64630501161701	-3.21139569527845	-7.50711083914388	-3.62819886072614	-9	-5.30597078390325	-3.2149657281799	-6.35131225384584	-4.61633522351432	-9	-9	-3.38980738083625	UC
O2.UC34.0	-4.624548753827	-9	-9	-6.28784263763528	-9	-4.68215386797661	-3.28018612981635	-7.39054961955869	-3.62429666171252	-9	-5.22758895750548	-3.07134866518453	-6.27701478695777	-4.09652239679167	-9	-9	-3.49702284898303	UC
O2.UC35.0	-4.31661446608909	-9	-9	-6.1369450208221	-9	-4.54019532373921	-3.21972063304692	-7.31758023765546	-3.57618346885974	-9	-5.27189251349446	-3.20485021094918	-6.27914382128873	-4.08318953497866	-9	-9	-3.32109575289194	UC
O2.UC36.2	-4.47808647823273	-9	-9	-6.20345392886734	-9	-4.6870946651309	-3.35159588919476	-7.39898130137626	-3.6028082323428	-9	-5.33741392775193	-3.28633812499193	-6.24806509014587	-4.01671948151568	-9	-9	-3.39222018165524	UC
O2.UC37.0	-4.43641357868862	-9	-9	-6.14993338852168	-9	-4.56188200779013	-3.205189406995	-7.23098377439671	-3.57948854860544	-9	-5.18434264485744	-3.17797649150016	-6.20802466134933	-3.99911882973399	-9	-9	-3.34463774983014	UC
O2.UC38.0	-4.54341198353594	-9	-9	-6.28620420682458	-9	-4.70768302702968	-3.33930608387291	-7.31814353322482	-3.71199659130188	-9	-5.28827967456737	-3.33752360678466	-6.262233546161	-3.7813153793922	-9	-9	-3.61473521966475	UC
O2.UC4.0	-4.901062271883	-9	-9	-6.47757339136613	-9	-5.43472640481435	-3.92480503849287	-7.5307303833845	-4.16384969098791	-9	-5.40220619168286	-3.88338561547411	-7.69710440803658	-9	-9	-9	-9	UC
O2.UC40.0	-4.32471276366215	-9	-9	-6.16914712271972	-9	-4.60727271810388	-3.25399006449808	-7.52453962794042	-3.64923181054917	-9	-5.26307363663611	-3.25339459932157	-6.28032519881312	-4.26696463389325	-9	-9	-3.26613775418856	UC
O2.UC41.0	-4.32801342234819	-9	-9	-6.16573482657777	-9	-4.54011232942727	-3.25436744840465	-7.39926180130425	-3.62518763257561	-9	-5.22871684247599	-3.1952691846061	-6.21729419298142	-4.02999181041594	-9	-9	-3.2277678023768	UC
O2.UC43.0	-4.54867235492608	-9	-9	-6.24729476156635	-9	-4.7160807184718	-3.24462017466674	-7.45333559917511	-3.76986009819137	-9	-5.30114528114316	-3.15784026308463	-6.30528446928443	-4.38566589879697	-9	-9	-3.37069439935101	UC
O2.UC44.0	-4.44899419617133	-9	-9	-6.14150904576478	-9	-4.63049595453211	-3.24752728533101	-7.45952758042183	-3.64423597035607	-9	-5.34696608084423	-3.21778473213573	-6.27469662749044	-4.15300898506398	-9	-9	-3.25752075053432	UC
O2.UC46.0	-4.4009524119412	-9	-9	-6.18992572376157	-9	-4.61471850728671	-3.19096844110862	-7.38758103010382	-3.61882979626627	-9	-5.31307117639655	-3.18271235039426	-6.26132085850363	-4.27079842785995	-9	-9	-3.3209020380901	UC
O2.UC47.0	-4.51954034495346	-9	-9	-6.18219178618152	-9	-4.65521590107736	-3.39584801524232	-7.36258130805988	-3.70838569225486	-9	-5.31714614071727	-3.34655785341844	-6.24152800992512	-3.83082661984634	-9	-9	-3.23152543734293	UC
O2.UC48.0	-4.31511937651259	-9	-9	-6.12284303639263	-9	-4.54872112889058	-3.1880032000606	-7.54077470005529	-3.6001455184949	-9	-5.30362544015402	-3.17170496095115	-6.25363939134514	-4.49076070625613	-9	-9	-3.25158480334068	UC
O2.UC5.0	-4.43485745645714	-9	-9	-6.19900203591645	-9	-4.64374666811264	-3.25322927721811	-7.38968792607843	-3.59853391176499	-9	-5.26612480908856	-3.20167122456036	-6.28143559490283	-4.23491579488802	-9	-9	-3.44338274981621	UC
O2.UC9.0	-4.28291270337787	-9	-9	-6.14295378704261	-9	-4.57434991234056	-3.19752596135516	-7.53417063087285	-3.61984557301143	-9	-5.2962581543383	-3.21394030953439	-6.26882337823646	-4.25060710144895	-9	-9	-3.32900313312798	UC
V1.UC1.0	-4.47463288819876	-9	-9	-6.17240724357194	-9	-4.73477673667586	-3.29736377873388	-7.40727833239184	-3.73561599486763	-9	-5.26719784989378	-3.25161658443607	-6.20398369371624	-3.68950945514518	-9	-9	-3.28339157135175	UC
V1.UC10.0	-4.57406542623891	-9	-9	-6.32436184470338	-9	-4.76595384380356	-3.4877828210571	-7.4945239085398	-3.74369901118211	-9	-5.26453559852693	-3.44651384261196	-6.31103206547184	-4.10923122634871	-9	-9	-3.46253477876859	UC
V1.UC11.0	-4.53025920335916	-9	-9	-6.19169188509548	-9	-4.76901686809109	-3.40148398031898	-7.50876616345581	-3.77298343797009	-9	-5.26621264510392	-3.35590129768508	-6.31469037713112	-4.09944020995681	-9	-9	-3.54554541841425	UC
V1.UC12.0	-4.43804746579409	-9	-9	-6.11647812416555	-9	-4.71586054210465	-3.29760555542908	-7.42054893787834	-3.76090243167104	-9	-5.46287215777651	-3.31389396504683	-6.55319157737834	-4.90126559044644	-9	-9	-3.14033162242237	UC
V1.UC13.0	-4.77086441464056	-9	-9	-6.33530004323876	-9	-4.82165763005468	-3.56816564225996	-7.28978476497665	-3.76055332016472	-9	-5.52852006319768	-3.35400232791195	-6.32062354518636	-3.8065758032641	-9	-9	-3.58319645484228	UC
V1.UC15.0	-4.9967283143481	-9	-9	-6.57238644750249	-9	-6.84691369574267	-9	-9	-5.54611837853229	-9	-7.48459839322534	-3.90267673532177	-7.69272038616776	-3.92486920270742	-9	-9	-9	UC
V1.UC17.0	-5.68496678107751	-9	-9	-6.44814772998719	-9	-7.79151634841073	-4.06014388407109	-9	-6.15106497877667	-9	-9	-9	-7.77196428873692	-9	-9	-9	-9	UC
V1.UC2.0	-4.32236120474458	-9	-9	-6.1784000387376	-9	-4.64394171184416	-3.25353591935205	-7.4261804710278	-3.66491222119023	-9	-5.31758276644496	-3.23528301828423	-6.24612477353086	-4.04744829550935	-9	-9	-3.28550845796908	UC
V1.UC21.0	-4.86202668802044	-9	-9	-6.3538852594578	-9	-6.0949615019491	-3.56153266219025	-7.55379803961738	-4.63126195208746	-9	-5.34871616130643	-3.49144604201313	-6.41186491861378	-4.0136656581806	-9	-9	-3.68172583284249	UC
V1.UC23.0	-4.29155709826498	-9	-9	-6.16974370553248	-9	-4.61845639874266	-3.2048075350132	-7.50990581149929	-3.57806843511332	-9	-5.36940924342116	-3.20084423734695	-6.31728149567953	-4.51296493456767	-9	-9	-3.49806891443165	UC
V1.UC25.0	-4.35385300978622	-9	-9	-6.16045329219786	-9	-4.74105542447769	-3.15877538482505	-7.57492156081595	-3.69579320666028	-9	-5.34596664981249	-3.23326898515015	-6.30458054546723	-4.24746452433381	-9	-9	-3.52541372312693	UC
V1.UC26.0	-4.50420431969227	-9	-9	-6.23909633842895	-9	-4.67290704527925	-3.33132879507927	-7.45364169671598	-3.7355968218924	-9	-5.33233834052466	-3.22832067297652	-6.29367986315794	-4.30552777990905	-9	-9	-3.2502698666028	UC
V1.UC3.0	-4.51533381188534	-9	-9	-6.18044011299695	-9	-4.64879866486003	-3.18751704415111	-7.44807596030395	-3.766943621592	-9	-5.19140361179422	-3.23699077830074	-6.2379773984796	-3.93624547278662	-9	-9	-3.47068901601657	UC
V1.UC31.0	-4.3994710600102	-9	-9	-6.13415325054649	-9	-4.59551203627247	-3.23998494306645	-7.36649513338175	-3.62605968523314	-9	-5.1578152118593	-3.34786877679881	-6.18862798027763	-3.74427878537474	-9	-9	-3.55995879996617	UC
V1.UC35.0	-4.46563786348777	-9	-9	-6.20249838634423	-9	-4.66481324379774	-3.30740492654147	-7.27484872458317	-3.52566263609717	-9	-5.20437352086195	-3.22920614354642	-6.19323409010302	-3.75634102755447	-9	-9	-3.34232471503721	UC
V1.UC38.0	-4.35363778966289	-9	-9	-6.15718107315811	-9	-4.60537438660358	-3.20168325339329	-7.51804478825781	-3.61329538149018	-9	-5.24263314896205	-3.23658698236706	-6.22148685859412	-3.91592463039116	-9	-9	-3.48009460111537	UC
V1.UC39.0	-4.34121245883642	-9	-9	-6.14713440952378	-9	-4.67326099519813	-3.1558625877234	-7.50716037356571	-3.69784839691288	-9	-5.26865346718224	-3.22190014417095	-6.18562994393111	-3.94063792010381	-9	-9	-3.3381910991806	UC
V1.UC4.0	-4.35038519415298	-9	-9	-6.21779480877918	-9	-4.57621211023371	-3.24217520904764	-7.2590000532171	-3.63180047016012	-9	-5.33294976627314	-3.24118042390566	-6.2998037202255	-4.05009057172647	-9	-9	-3.39658603694227	UC
V1.UC40.0	-4.47002337276736	-9	-9	-6.12938203632898	-9	-4.69861035501334	-3.33649478078979	-7.57603499361644	-3.73120647601869	-9	-5.33683209851621	-3.26723483597611	-6.3175685741481	-4.26643325052089	-9	-9	-3.26961264361623	UC
V1.UC45.0	-4.40065245592668	-9	-9	-6.16919018856923	-9	-4.63097662846557	-3.27288303142667	-7.60611405660367	-3.70029567691652	-9	-5.36157265007807	-3.28805280733233	-6.25456518859987	-4.26050831013916	-9	-9	-3.25083590807124	UC
V1.UC47.0	-4.3651550710003	-9	-9	-6.12464014738705	-9	-4.63448565923709	-3.18734733493414	-7.52445016736509	-3.66736387139869	-9	-5.31138543825705	-3.16344613618636	-6.32275434404321	-4.48350590650553	-9	-9	-3.26569953613615	UC
V1.UC49.0	-4.49465794377181	-9	-9	-6.21699172646811	-9	-4.64578744397753	-3.28566563132347	-7.42829595795449	-3.63377690027586	-9	-5.2354793055348	-3.26537136256196	-6.21287580981296	-3.73268955894532	-9	-9	-3.33243218440568	UC
V1.UC5.0	-4.48744929814772	-9	-9	-6.23084197682395	-9	-4.69965729322214	-3.31040907521975	-7.33674908693577	-3.61906311114587	-9	-5.19017900788926	-3.25646436651512	-6.24061496828405	-3.95178841050045	-9	-9	-3.47543253092021	UC
V1.UC50.1	-4.65088682647341	-9	-9	-6.31093010422052	-9	-4.65215041344895	-3.45264904784571	-7.5146368080199	-3.75990586040279	-9	-5.25283907903639	-3.45861798050759	-6.26000427688235	-3.69906956033326	-9	-9	-3.42162213287611	UC
V1.UC51.0	-4.41682185105057	-9	-9	-6.15695995608602	-9	-4.58068301333173	-3.23509876429661	-7.26751249664213	-3.60022423605101	-9	-5.22133313851712	-3.21373352682835	-6.23332657599432	-4.07124895196634	-9	-9	-3.34017599038122	UC
V1.UC52.0	-4.3110296282473	-9	-9	-6.16278117105268	-9	-4.5416609420733	-3.22479430467057	-7.37885847326593	-3.60750591040789	-9	-5.25691685055711	-3.19466704712277	-6.2326566640193	-4.13785300683094	-9	-9	-3.23470705259189	UC
V1.UC53.0	-4.4879324571629	-9	-9	-6.22789960295656	-9	-4.6961706982924	-3.23980605721363	-7.49997151292078	-3.80610963401257	-9	-5.30181459892586	-3.18523715186663	-6.3271720620559	-4.49602606736272	-9	-9	-3.3818116958971	UC
V1.UC54.0	-4.34330461571314	-9	-9	-6.14910983418571	-9	-4.60625982246557	-3.19528913199842	-7.43716817967642	-3.62109780392158	-9	-5.34794192959561	-3.2183063641579	-6.29501663218422	-4.38532370832432	-9	-9	-3.396741924259	UC
V1.UC55.0	-4.24946080227277	-9	-9	-6.09423260422162	-9	-4.54021874743994	-3.14405743628265	-7.81517351049117	-3.62219877840955	-9	-5.35107631587104	-3.15450197289318	-6.31923795560255	-4.74547076695365	-9	-9	-3.23910276656881	UC
V1.UC56.0	-4.48476333592018	-9	-9	-6.28071300489068	-9	-4.81006178450485	-3.24658780365054	-7.94627657387843	-3.8034962235834	-9	-5.26451317464211	-3.05271041328984	-6.44392853249127	-4.89865980747479	-9	-9	-3.67804342947499	UC
V1.UC58.0	-4.46857993738488	-9	-9	-6.22273482681507	-9	-4.67345878306923	-3.31889567903155	-7.45643219429487	-3.67509297618353	-9	-5.34801307503131	-3.30021949034829	-6.30475506477062	-4.40056376573605	-9	-9	-3.36000381275532	UC
SRR5947819	-7.32359084548705	-9	-9	-7.34734904137024	-9	-8.58127867582546	-5.73171951504722	-9	-7.16120489528985	-9	-7.99404915727861	-5.4635855044528	-8.14598015267611	-9	-9	-9	-9	UC
SRR5947834	-4.33346835530961	-6.75682231293473	-4.91289541101517	-4.40405803375189	-9	-4.40600958469083	-3.76397309432112	-7.40535928310695	-3.94422457655549	-4.4777078489055	-4.85848656287212	-3.62484869842972	-6.4022453793124	-4.20212479064759	-4.89604879196392	-6.94779741938703	-3.92375289285459	UC
SRR5947846	-3.79639342771936	-7.48145216466764	-4.58623346366149	-4.10207605667663	-9	-4.21315515673487	-3.56217543733545	-7.31310827302668	-3.68381542353847	-3.86079009900681	-4.0310852268118	-3.48248344975628	-6.24640638476017	-3.85837528593076	-4.87057099413114	-6.5776241463933	-3.85529816903836	UC
SRR5947857	-4.19928678794487	-6.35966529605656	-4.83455346829416	-4.48973028381797	-9	-4.29619923776939	-3.79872511236115	-7.31690018491586	-3.84566991232277	-4.28800819260082	-3.89966188595344	-3.47824623032852	-6.35320309457972	-4.02612953304761	-4.25136944797271	-6.61530173542546	-3.58210999127034	UC
SRR5947860	-4.00691971812472	-6.60027665132308	-5.56682188726909	-4.78061802335305	-9	-4.53771445183864	-3.74697725546587	-7.34842619437701	-3.74878272202487	-4.17089734981724	-4.05697384953851	-3.40775105131213	-6.29905431860966	-3.85028016636444	-4.87581254036473	-6.58892675254043	-3.65319145100374	UC
SRR5947869	-3.86135841491084	-6.94296151958796	-5.1419916132168	-4.25089531010356	-9	-4.2136548674513	-3.61406094956165	-7.37395058881806	-3.67006571146869	-4.01209154615182	-3.7907994444663	-3.32719675568233	-6.26764866435392	-4.15902680999457	-4.77177458507374	-7.06729638842831	-3.59603574209269	UC
SRR5983264	-5.13876403381196	-6.93354371903238	-5.3774094372481	-4.88420739802589	-9	-5.12165294552157	-4.03023260829577	-7.18947090404649	-3.88248737964218	-4.61112198218925	-4.5402048676092	-3.30953987830335	-6.35387482092434	-4.27777126968444	-7.13951951309995	-6.83294409463443	-4.11287803273688	UC
SRR5983268	-3.69564227748547	-6.75144321905784	-4.55886800282286	-3.80729292323283	-9	-4.14635326565148	-3.31306807330074	-7.46072530349754	-3.84707014871125	-4.19223095515333	-3.8418294632592	-3.352176112315	-6.23306373694874	-3.87393457197758	-4.3973336316219	-7.04210386785383	-3.43514345596839	UC
